date,dma,sessions,direct_sessions,organic_sessions,paid_sessions,social_sessions,conversions,revenue
2023-06-23,Atlanta,511,88,61,15,344,12,1637.59
2023-06-23,Chicago,940,219,171,67,479,25,3701.48
2023-06-23,Dallas,589,101,72,15,398,14,1897.8899999999999
2023-06-23,Houston,631,109,87,21,408,28,3935.86
2023-06-23,Los_Angeles,1618,481,348,154,629,48,6409.54
2023-06-23,New_York,2115,656,492,264,703,43,5672.89
2023-06-23,Philadelphia,782,157,132,44,444,20,2918.09
2023-06-23,Phoenix,505,89,61,10,345,9,1042.17
2023-06-24,Atlanta,487,72,47,10,354,10,1479.58
2023-06-24,Chicago,747,149,123,42,433,21,2875.6
2023-06-24,Dallas,506,72,58,9,367,14,2025.98
2023-06-24,Houston,523,81,59,14,367,14,2004.18
2023-06-24,Los_Angeles,1251,329,246,111,559,41,5615.53
2023-06-24,New_York,1692,496,369,175,646,47,6366.1900000000005
2023-06-24,Philadelphia,568,90,72,17,384,15,1999.22
2023-06-24,Phoenix,464,55,46,6,355,7,1036.8899999999999
2023-06-25,Atlanta,451,57,44,6,343,16,2224.06
2023-06-25,Chicago,680,125,110,30,414,15,2219.42
2023-06-25,Dallas,451,58,46,6,338,13,1629.56
2023-06-25,Houston,483,66,51,7,355,9,1220.63
2023-06-25,Los_Angeles,1171,306,231,99,531,24,3153.36
2023-06-25,New_York,1475,408,307,138,616,23,3035.43
2023-06-25,Philadelphia,578,98,71,16,391,14,1845.21
2023-06-25,Phoenix,417,52,34,4,326,8,1118.63
2023-06-26,Atlanta,565,95,63,19,380,18,2446.87
2023-06-26,Chicago,919,212,153,61,481,34,4577.82
2023-06-26,Dallas,603,107,74,19,397,18,2321.21
2023-06-26,Houston,587,107,73,14,383,13,1710.28
2023-06-26,Los_Angeles,1480,411,302,145,612,43,6256.1
2023-06-26,New_York,1988,610,453,234,682,57,7949.56
2023-06-26,Philadelphia,733,154,114,29,425,21,2830.41
2023-06-26,Phoenix,447,56,44,9,330,12,1562.96
2023-06-27,Atlanta,590,109,73,16,382,13,1797.72
2023-06-27,Chicago,978,259,180,49,475,18,2633.08
2023-06-27,Dallas,558,95,71,17,369,15,2056.01
2023-06-27,Houston,687,154,90,20,404,19,2672.26
2023-06-27,Los_Angeles,1561,455,328,154,610,37,4836.01
2023-06-27,New_York,2012,635,461,218,682,60,7935.74
2023-06-27,Philadelphia,694,142,97,30,420,22,3166.17
2023-06-27,Phoenix,480,73,44,9,347,11,1567.74
2023-06-28,Atlanta,513,76,54,10,367,16,2359.4
2023-06-28,Chicago,866,212,150,51,445,16,2367.23
2023-06-28,Dallas,610,105,76,23,401,13,1776.03
2023-06-28,Houston,652,143,90,12,398,20,2806.21
2023-06-28,Los_Angeles,1472,412,302,142,607,32,4132.73
2023-06-28,New_York,1935,574,442,239,676,30,4304.31
2023-06-28,Philadelphia,716,155,104,25,423,17,2453.43
2023-06-28,Phoenix,488,78,50,6,350,8,1046.79
2023-06-29,Atlanta,556,96,76,19,360,13,1684.58
2023-06-29,Chicago,891,201,150,52,481,26,3681.9700000000003
2023-06-29,Dallas,609,127,80,20,377,14,1752.74
2023-06-29,Houston,564,93,71,12,383,9,1248.68
2023-06-29,Los_Angeles,1592,446,345,166,630,47,6005.45
2023-06-29,New_York,2050,616,461,253,715,49,6719.22
2023-06-29,Philadelphia,724,161,104,35,416,15,2128.75
2023-06-29,Phoenix,479,65,48,11,349,7,997.79
2023-06-30,Atlanta,564,104,70,15,368,13,1649.19
2023-06-30,Chicago,942,221,172,63,480,15,2048.64
2023-06-30,Dallas,600,98,81,14,400,17,2377.14
2023-06-30,Houston,631,119,84,25,403,9,1170.22
2023-06-30,Los_Angeles,1684,501,368,173,631,48,6491.38
2023-06-30,New_York,2181,674,503,265,726,68,8964.65
2023-06-30,Philadelphia,768,163,121,43,438,15,1818.29
2023-06-30,Phoenix,523,80,56,14,371,10,1238.1599999999999
2023-07-01,Atlanta,509,92,54,10,343,20,2814.62
2023-07-01,Chicago,766,186,117,34,420,22,3090.2
2023-07-01,Dallas,458,60,43,5,349,14,1948.85
2023-07-01,Houston,568,97,75,10,377,13,1839.11
2023-07-01,Los_Angeles,1352,394,276,108,564,35,4560.63
2023-07-01,New_York,1786,547,392,196,642,44,5810.25
2023-07-01,Philadelphia,550,93,76,15,364,12,1805.09
2023-07-01,Phoenix,446,65,39,4,333,8,1039.17
2023-07-02,Atlanta,483,71,45,7,348,7,1002.47
2023-07-02,Chicago,692,142,106,28,407,21,2723.5099999999998
2023-07-02,Dallas,496,84,44,5,346,9,1036.21
2023-07-02,Houston,546,111,57,9,351,11,1514.51
2023-07-02,Los_Angeles,1231,351,234,88,537,36,4859.62
2023-07-02,New_York,1671,529,363,150,612,43,5895.77
2023-07-02,Philadelphia,552,95,69,11,371,14,1819.82
2023-07-02,Phoenix,433,66,41,8,305,12,1714.73
2023-07-03,Atlanta,520,83,64,7,360,11,1553.12
2023-07-03,Chicago,830,176,127,47,472,9,1330.2
2023-07-03,Dallas,580,104,73,18,379,14,1716.18
2023-07-03,Houston,590,99,73,16,398,17,2343.82
2023-07-03,Los_Angeles,1500,435,323,144,587,42,5137.23
2023-07-03,New_York,2033,643,457,231,692,50,6484.84
2023-07-03,Philadelphia,739,149,113,39,431,26,3483.03
2023-07-03,Phoenix,483,70,54,10,347,15,2013.33
2023-07-04,Atlanta,390,45,30,2,311,6,774.49
2023-07-04,Chicago,652,136,97,27,389,15,1926.27
2023-07-04,Dallas,410,49,34,7,320,8,1041.63
2023-07-04,Houston,454,67,49,6,327,8,1130.57
2023-07-04,Los_Angeles,1246,368,248,95,527,47,6351.0199999999995
2023-07-04,New_York,1494,433,317,152,587,32,4308.75
2023-07-04,Philadelphia,644,161,92,16,365,20,2695.0
2023-07-04,Phoenix,407,54,31,2,316,11,1516.8899999999999
2023-07-05,Atlanta,575,119,74,8,365,19,2598.38
2023-07-05,Chicago,884,200,150,52,474,20,2757.57
2023-07-05,Dallas,560,89,69,15,383,15,2132.85
2023-07-05,Houston,605,106,73,20,400,13,1776.06
2023-07-05,Los_Angeles,1664,522,363,151,619,44,6352.78
2023-07-05,New_York,1956,592,437,234,685,51,6813.46
2023-07-05,Philadelphia,701,153,96,34,409,12,1523.33
2023-07-05,Phoenix,508,81,59,13,352,17,2368.59
2023-07-06,Atlanta,555,83,67,17,386,12,1628.69
2023-07-06,Chicago,879,201,148,58,472,16,2009.88
2023-07-06,Dallas,575,99,74,20,380,12,1770.96
2023-07-06,Houston,583,104,79,20,378,21,3026.8
2023-07-06,Los_Angeles,1617,482,355,161,615,43,5733.9800000000005
2023-07-06,New_York,2101,659,485,245,708,55,7559.05
2023-07-06,Philadelphia,885,237,159,35,448,22,3004.85
2023-07-06,Phoenix,520,83,57,9,371,16,2120.56
2023-07-07,Atlanta,580,100,78,18,380,13,1788.7
2023-07-07,Chicago,981,229,172,64,510,28,3860.52
2023-07-07,Dallas,592,107,72,23,389,15,1812.55
2023-07-07,Houston,713,185,103,21,394,22,3133.12
2023-07-07,Los_Angeles,1678,486,368,177,637,45,5948.360000000001
2023-07-07,New_York,2178,690,498,259,719,55,7201.05
2023-07-07,Philadelphia,802,176,130,50,440,21,2966.09
2023-07-07,Phoenix,528,90,59,12,360,16,2154.44
2023-07-08,Atlanta,421,60,32,4,319,14,1762.08
2023-07-08,Chicago,759,174,124,36,416,17,2285.79
2023-07-08,Dallas,489,69,45,11,357,12,1579.99
2023-07-08,Houston,513,88,59,6,352,18,2310.41
2023-07-08,Los_Angeles,1338,361,271,116,576,36,4897.9400000000005
2023-07-08,New_York,1664,494,358,171,625,42,5956.87
2023-07-08,Philadelphia,638,123,89,23,397,17,2249.45
2023-07-08,Phoenix,415,46,35,5,326,4,675.06
2023-07-09,Atlanta,481,68,52,5,351,10,1322.66
2023-07-09,Chicago,731,155,112,34,419,13,1601.97
2023-07-09,Dallas,452,51,48,6,345,12,1700.1
2023-07-09,Houston,529,90,61,8,360,11,1556.61
2023-07-09,Los_Angeles,1197,319,224,99,545,17,2368.33
2023-07-09,New_York,1734,543,376,171,629,40,5642.34
2023-07-09,Philadelphia,582,103,75,16,380,17,2145.12
2023-07-09,Phoenix,414,46,33,7,324,9,1231.26
2023-07-10,Atlanta,568,115,70,14,359,8,1053.91
2023-07-10,Chicago,872,191,140,56,478,26,3515.9700000000003
2023-07-10,Dallas,544,90,68,14,366,17,2147.12
2023-07-10,Houston,598,112,75,22,384,11,1382.98
2023-07-10,Los_Angeles,1556,448,328,155,617,47,6398.16
2023-07-10,New_York,2026,622,456,240,692,35,4983.62
2023-07-10,Philadelphia,725,145,109,32,431,22,2920.2599999999998
2023-07-10,Phoenix,488,71,50,8,352,16,2167.17
2023-07-11,Atlanta,488,77,55,9,345,14,1836.89
2023-07-11,Chicago,857,180,137,47,488,17,2321.28
2023-07-11,Dallas,531,84,65,15,362,12,1718.35
2023-07-11,Houston,602,115,80,23,379,17,2271.59
2023-07-11,Los_Angeles,1524,422,314,167,618,37,4731.02
2023-07-11,New_York,1898,567,426,230,672,46,6181.75
2023-07-11,Philadelphia,851,250,150,25,418,20,2380.53
2023-07-11,Phoenix,568,104,65,10,377,12,1672.69
2023-07-12,Atlanta,512,93,59,8,339,15,2028.31
2023-07-12,Chicago,886,190,156,51,479,19,2414.57
2023-07-12,Dallas,566,91,67,12,388,14,2042.54
2023-07-12,Houston,600,102,74,18,397,11,1550.06
2023-07-12,Los_Angeles,1528,448,312,139,608,36,4850.1
2023-07-12,New_York,1955,586,447,233,683,54,7144.26
2023-07-12,Philadelphia,745,152,116,32,438,29,3826.98
2023-07-12,Phoenix,533,90,53,14,368,11,1394.62
2023-07-13,Atlanta,480,78,53,14,332,11,1481.1499999999999
2023-07-13,Chicago,924,214,168,66,469,23,3018.24
2023-07-13,Dallas,619,110,79,23,404,15,1771.49
2023-07-13,Houston,612,123,83,24,380,21,2686.08
2023-07-13,Los_Angeles,1571,446,336,164,623,38,5202.62
2023-07-13,New_York,2121,657,483,254,721,49,6928.72
2023-07-13,Philadelphia,864,233,146,41,439,22,3090.71
2023-07-13,Phoenix,519,92,64,21,340,12,1653.58
2023-07-14,Atlanta,546,77,65,11,389,13,1734.29
2023-07-14,Chicago,999,240,185,77,493,29,4173.06
2023-07-14,Dallas,616,118,86,23,381,15,2053.38
2023-07-14,Houston,660,136,95,25,396,14,1812.6299999999999
2023-07-14,Los_Angeles,1652,487,356,171,635,49,6650.55
2023-07-14,New_York,2126,659,485,261,713,46,6117.79
2023-07-14,Philadelphia,752,159,119,38,435,18,2534.57
2023-07-14,Phoenix,679,184,99,10,379,17,2324.49
2023-07-15,Atlanta,464,68,44,8,340,8,1094.05
2023-07-15,Chicago,743,154,110,36,434,17,2086.93
2023-07-15,Dallas,470,62,46,10,348,8,1062.79
2023-07-15,Houston,525,89,62,11,354,7,926.4000000000001
2023-07-15,Los_Angeles,1263,330,256,109,563,34,4518.53
2023-07-15,New_York,1661,486,355,178,639,42,5733.32
2023-07-15,Philadelphia,561,88,67,12,392,7,950.46
2023-07-15,Phoenix,499,101,56,5,328,8,1111.37
2023-07-16,Atlanta,414,48,31,4,328,11,1527.4099999999999
2023-07-16,Chicago,680,130,88,29,428,15,2001.6399999999999
2023-07-16,Dallas,464,65,35,9,350,10,1507.04
2023-07-16,Houston,647,163,92,11,370,19,2831.4700000000003
2023-07-16,Los_Angeles,1234,337,241,104,542,28,3515.27
2023-07-16,New_York,1621,480,345,159,623,36,4739.64
2023-07-16,Philadelphia,598,108,71,14,399,19,2848.31
2023-07-16,Phoenix,418,55,35,3,318,9,1143.24
2023-07-17,Atlanta,515,82,66,11,353,12,1546.49
2023-07-17,Chicago,912,224,165,57,458,26,3387.97
2023-07-17,Dallas,529,92,59,17,357,14,1750.8
2023-07-17,Houston,612,116,84,22,383,15,2115.21
2023-07-17,Los_Angeles,1531,452,320,145,605,33,4377.13
2023-07-17,New_York,2150,731,499,231,671,57,7725.2
2023-07-17,Philadelphia,675,142,90,26,412,20,2574.9700000000003
2023-07-17,Phoenix,509,69,49,8,381,10,1395.8400000000001
2023-07-18,Atlanta,547,88,72,12,375,19,2633.96
2023-07-18,Chicago,800,166,127,49,456,16,2109.92
2023-07-18,Dallas,568,103,71,15,376,15,2034.21
2023-07-18,Houston,634,119,80,23,408,16,2167.73
2023-07-18,Los_Angeles,1558,440,337,164,617,36,4881.04
2023-07-18,New_York,1922,573,436,225,688,53,7467.72
2023-07-18,Philadelphia,694,131,98,26,436,18,2471.86
2023-07-18,Phoenix,477,63,53,10,349,12,1554.02
2023-07-19,Atlanta,557,102,66,12,368,11,1480.9
2023-07-19,Chicago,904,217,155,61,457,21,2717.74
2023-07-19,Dallas,627,131,81,15,393,18,2407.54
2023-07-19,Houston,638,127,91,25,384,13,1658.79
2023-07-19,Los_Angeles,1503,430,316,156,595,26,3638.99
2023-07-19,New_York,1962,601,443,228,679,46,6107.32
2023-07-19,Philadelphia,694,138,98,32,420,17,2466.17
2023-07-19,Phoenix,556,121,69,14,345,13,1720.52
2023-07-20,Atlanta,556,103,68,13,362,16,1978.82
2023-07-20,Chicago,1029,285,189,65,468,24,3585.48
2023-07-20,Dallas,697,175,103,19,379,19,2911.58
2023-07-20,Houston,628,115,83,26,392,16,2144.72
2023-07-20,Los_Angeles,1627,470,358,173,614,34,4680.93
2023-07-20,New_York,2127,667,487,254,696,50,6818.39
2023-07-20,Philadelphia,725,147,114,28,422,13,1781.25
2023-07-20,Phoenix,509,88,48,12,354,11,1598.19
2023-07-21,Atlanta,570,103,69,15,378,15,1965.96
2023-07-21,Chicago,945,226,154,64,492,32,4313.14
2023-07-21,Dallas,754,208,124,23,387,26,3830.9300000000003
2023-07-21,Houston,705,148,105,30,419,16,2031.03
2023-07-21,Los_Angeles,1634,484,357,167,623,36,5030.79
2023-07-21,New_York,2206,693,507,263,736,61,8585.47
2023-07-21,Philadelphia,738,155,111,35,431,15,2107.31
2023-07-21,Phoenix,541,75,61,15,384,11,1412.08
2023-07-22,Atlanta,474,68,50,4,349,9,1287.57
2023-07-22,Chicago,708,141,99,34,433,19,2494.5299999999997
2023-07-22,Dallas,434,58,41,8,325,5,640.5
2023-07-22,Houston,523,84,61,19,357,9,1260.67
2023-07-22,Los_Angeles,1288,335,256,124,571,27,3741.61
2023-07-22,New_York,1699,498,369,184,642,38,5357.02
2023-07-22,Philadelphia,657,124,85,26,420,16,2021.1399999999999
2023-07-22,Phoenix,452,64,36,4,346,11,1630.51
2023-07-23,Atlanta,491,64,39,4,376,20,2706.27
2023-07-23,Chicago,794,184,129,37,426,22,2906.44
2023-07-23,Dallas,477,77,52,5,340,16,2035.76
2023-07-23,Houston,593,126,78,8,368,16,2023.82
2023-07-23,Los_Angeles,1251,333,246,109,555,25,3505.49
2023-07-23,New_York,1781,577,394,172,621,44,5857.53
2023-07-23,Philadelphia,582,101,64,11,398,11,1436.7
2023-07-23,Phoenix,418,57,36,5,313,9,1150.22
2023-07-24,Atlanta,543,83,67,14,371,13,1892.38
2023-07-24,Chicago,856,191,136,55,471,18,2511.91
2023-07-24,Dallas,538,90,73,10,361,13,1802.63
2023-07-24,Houston,587,106,68,18,392,12,1652.8400000000001
2023-07-24,Los_Angeles,1545,447,326,149,611,53,7296.25
2023-07-24,New_York,1921,578,431,223,685,45,5954.42
2023-07-24,Philadelphia,741,156,116,33,432,18,2409.31
2023-07-24,Phoenix,496,73,59,11,349,7,882.03
2023-07-25,Atlanta,706,192,103,19,372,23,3400.56
2023-07-25,Chicago,850,193,135,49,458,18,2434.3
2023-07-25,Dallas,607,112,65,25,396,10,1424.01
2023-07-25,Houston,606,119,84,19,372,18,2403.49
2023-07-25,Los_Angeles,1478,429,310,142,589,39,5225.64
2023-07-25,New_York,2087,669,473,241,691,37,4807.86
2023-07-25,Philadelphia,725,161,107,27,412,24,3265.13
2023-07-25,Phoenix,530,97,64,9,349,10,1414.1
2023-07-26,Atlanta,498,75,53,10,359,7,914.03
2023-07-26,Chicago,897,216,154,61,454,28,4026.02
2023-07-26,Dallas,541,83,66,13,373,15,1980.42
2023-07-26,Houston,611,112,84,20,388,10,1363.27
2023-07-26,Los_Angeles,1506,425,313,148,606,33,4296.86
2023-07-26,New_York,2002,615,463,225,685,54,7568.75
2023-07-26,Philadelphia,712,152,102,29,417,23,3085.97
2023-07-26,Phoenix,479,71,58,11,337,10,1349.65
2023-07-27,Atlanta,525,82,62,8,364,11,1333.04
2023-07-27,Chicago,934,218,159,59,489,23,2802.4700000000003
2023-07-27,Dallas,715,184,105,21,387,26,3465.0299999999997
2023-07-27,Houston,654,116,85,28,423,14,1831.02
2023-07-27,Los_Angeles,1564,449,338,164,606,42,5527.39
2023-07-27,New_York,2141,680,493,256,697,47,6479.49
2023-07-27,Philadelphia,743,152,108,31,445,21,2903.92
2023-07-27,Phoenix,557,94,64,15,381,17,2333.9
2023-07-28,Atlanta,549,94,62,12,379,15,2116.21
2023-07-28,Chicago,971,230,168,74,492,25,3333.13
2023-07-28,Dallas,589,106,72,19,384,17,2432.84
2023-07-28,Houston,661,131,96,29,396,24,3247.08
2023-07-28,Los_Angeles,1612,463,351,159,630,41,5565.33
2023-07-28,New_York,2140,656,489,264,727,57,7543.46
2023-07-28,Philadelphia,889,209,146,53,480,20,2710.4
2023-07-28,Phoenix,523,78,52,14,379,8,1043.39
2023-07-29,Atlanta,482,79,50,7,338,11,1460.97
2023-07-29,Chicago,777,176,121,37,434,22,2992.13
2023-07-29,Dallas,572,97,63,16,389,20,2801.39
2023-07-29,Houston,567,100,71,10,370,10,1256.94
2023-07-29,Los_Angeles,1361,388,284,119,559,35,4688.49
2023-07-29,New_York,1765,546,385,178,638,38,4978.68
2023-07-29,Philadelphia,564,95,73,15,372,22,2835.15
2023-07-29,Phoenix,465,65,43,4,341,13,1933.45
2023-07-30,Atlanta,462,65,43,7,345,5,727.72
2023-07-30,Chicago,686,132,95,31,427,19,2529.19
2023-07-30,Dallas,432,60,40,6,326,11,1354.9
2023-07-30,Houston,467,69,48,8,340,2,214.67000000000002
2023-07-30,Los_Angeles,1205,313,232,101,557,34,4532.03
2023-07-30,New_York,1606,454,352,175,625,47,6597.88
2023-07-30,Philadelphia,622,117,82,22,397,15,2097.11
2023-07-30,Phoenix,354,34,23,0,295,9,1261.3
2023-07-31,Atlanta,479,77,57,9,332,15,2060.37
2023-07-31,Chicago,878,206,148,51,467,23,3151.6800000000003
2023-07-31,Dallas,628,156,96,13,357,11,1462.62
2023-07-31,Houston,563,96,73,15,377,22,3319.08
2023-07-31,Los_Angeles,1536,434,335,150,613,35,4607.6
2023-07-31,New_York,1966,585,453,233,691,59,7726.03
2023-07-31,Philadelphia,759,158,115,37,446,17,2344.91
2023-07-31,Phoenix,498,72,63,11,350,15,1930.16
2023-08-01,Atlanta,577,103,70,16,386,20,2535.08
2023-08-01,Chicago,930,216,158,65,490,19,2646.62
2023-08-01,Dallas,577,102,75,22,376,12,1749.97
2023-08-01,Houston,652,127,96,26,398,17,2287.42
2023-08-01,Los_Angeles,1579,443,334,173,627,32,4363.19
2023-08-01,New_York,2122,648,490,261,721,59,8331.69
2023-08-01,Philadelphia,720,152,107,30,427,13,1788.77
2023-08-01,Phoenix,482,75,50,12,344,14,1830.33
2023-08-02,Atlanta,553,92,66,15,379,16,2131.36
2023-08-02,Chicago,911,216,152,58,475,29,4178.14
2023-08-02,Dallas,581,107,77,17,373,15,2029.87
2023-08-02,Houston,618,111,90,22,394,16,2232.22
2023-08-02,Los_Angeles,1597,460,336,160,632,24,3218.06
2023-08-02,New_York,2167,672,501,265,723,43,5874.99
2023-08-02,Philadelphia,751,158,121,36,430,23,3194.47
2023-08-02,Phoenix,601,131,76,11,379,12,1656.24
2023-08-03,Atlanta,556,93,71,15,371,10,1238.81
2023-08-03,Chicago,1004,237,176,68,508,20,2714.4
2023-08-03,Dallas,846,260,143,23,400,21,2849.84
2023-08-03,Houston,679,144,100,22,398,23,3034.0
2023-08-03,Los_Angeles,1731,522,374,186,637,44,6182.2300000000005
2023-08-03,New_York,2239,719,518,267,714,54,7116.8
2023-08-03,Philadelphia,815,183,132,45,440,21,2883.76
2023-08-03,Phoenix,551,98,61,12,367,9,1096.33
2023-08-04,Atlanta,629,127,82,13,395,17,2315.21
2023-08-04,Chicago,1051,262,188,77,507,22,3082.77
2023-08-04,Dallas,612,105,78,25,402,10,1118.91
2023-08-04,Houston,802,225,136,33,396,26,3525.33
2023-08-04,Los_Angeles,1811,567,398,189,638,44,5916.8
2023-08-04,New_York,2401,763,550,304,767,55,7221.46
2023-08-04,Philadelphia,816,182,133,48,449,20,2892.21
2023-08-04,Phoenix,566,87,72,19,382,16,2079.81
2023-08-05,Atlanta,465,59,44,8,350,19,2461.05
2023-08-05,Chicago,824,183,136,47,451,19,2606.56
2023-08-05,Dallas,544,89,65,16,366,13,1677.72
2023-08-05,Houston,833,299,151,13,363,16,1798.91
2023-08-05,Los_Angeles,1385,395,282,125,570,33,4363.16
2023-08-05,New_York,1756,509,394,194,655,47,6601.22
2023-08-05,Philadelphia,665,130,96,21,407,11,1389.96
2023-08-05,Phoenix,445,68,43,6,326,13,1782.38
2023-08-06,Atlanta,516,79,50,9,372,8,997.1600000000001
2023-08-06,Chicago,765,152,115,33,459,21,2606.87
2023-08-06,Dallas,480,71,49,5,349,21,2618.51
2023-08-06,Houston,541,94,69,18,356,20,2672.11
2023-08-06,Los_Angeles,1285,350,249,120,560,32,4256.56
2023-08-06,New_York,1722,513,386,179,633,49,6434.28
2023-08-06,Philadelphia,608,105,78,16,401,18,2543.07
2023-08-06,Phoenix,423,49,36,7,328,9,1070.59
2023-08-07,Atlanta,558,86,64,16,390,11,1421.44
2023-08-07,Chicago,971,242,169,60,486,28,3860.27
2023-08-07,Dallas,713,174,114,18,397,18,2613.98
2023-08-07,Houston,654,125,87,22,410,21,2862.61
2023-08-07,Los_Angeles,1622,464,351,174,622,43,5647.38
2023-08-07,New_York,2248,734,519,255,714,59,8349.02
2023-08-07,Philadelphia,847,223,146,35,432,13,1633.82
2023-08-07,Phoenix,542,82,68,15,370,21,2862.75
2023-08-08,Atlanta,535,83,70,12,366,15,2111.73
2023-08-08,Chicago,907,209,157,57,482,24,2905.01
2023-08-08,Dallas,582,101,74,24,381,19,2479.68
2023-08-08,Houston,638,123,98,27,385,15,2118.78
2023-08-08,Los_Angeles,1589,446,348,163,630,38,5204.21
2023-08-08,New_York,2154,660,498,267,725,70,9117.24
2023-08-08,Philadelphia,718,138,108,34,434,20,2594.08
2023-08-08,Phoenix,509,66,59,7,374,8,1028.01
2023-08-09,Atlanta,547,89,53,10,388,15,2109.82
2023-08-09,Chicago,953,228,158,64,495,31,4181.71
2023-08-09,Dallas,558,87,67,15,387,20,2825.99
2023-08-09,Houston,590,103,83,24,375,7,1027.24
2023-08-09,Los_Angeles,1600,458,342,168,625,34,4702.84
2023-08-09,New_York,2135,680,480,248,716,45,6587.62
2023-08-09,Philadelphia,744,137,111,36,459,20,2833.9900000000002
2023-08-09,Phoenix,568,133,83,13,332,18,2333.09
2023-08-10,Atlanta,580,99,71,20,390,15,2185.68
2023-08-10,Chicago,1096,327,209,73,484,36,4635.48
2023-08-10,Dallas,611,114,77,20,398,23,3060.4700000000003
2023-08-10,Houston,669,125,88,30,424,14,1951.1
2023-08-10,Los_Angeles,1703,501,378,183,639,46,6250.86
2023-08-10,New_York,2129,646,491,265,727,39,5227.22
2023-08-10,Philadelphia,792,170,123,42,454,14,1996.11
2023-08-10,Phoenix,543,85,66,12,378,13,1745.11
2023-08-11,Atlanta,597,103,74,17,401,10,1443.74
2023-08-11,Chicago,1063,283,188,71,505,29,3894.05
2023-08-11,Dallas,693,156,100,25,404,17,2453.2999999999997
2023-08-11,Houston,713,144,97,37,428,19,2400.48
2023-08-11,Los_Angeles,1784,528,389,197,668,43,5878.13
2023-08-11,New_York,2262,701,535,293,731,58,7675.49
2023-08-11,Philadelphia,832,187,141,49,449,31,4116.04
2023-08-11,Phoenix,525,78,63,10,374,19,2588.69
2023-08-12,Atlanta,499,74,51,10,359,9,1301.3
2023-08-12,Chicago,782,169,128,43,435,17,2356.4
2023-08-12,Dallas,624,153,86,14,361,10,1388.8
2023-08-12,Houston,565,93,69,15,379,11,1653.1
2023-08-12,Los_Angeles,1421,394,280,141,599,40,5445.91
2023-08-12,New_York,1866,562,418,207,663,48,6367.04
2023-08-12,Philadelphia,622,113,84,20,400,18,2653.41
2023-08-12,Phoenix,448,60,42,5,336,9,1218.15
2023-08-13,Atlanta,482,71,46,9,352,9,1145.68
2023-08-13,Chicago,767,160,115,37,446,15,1944.9499999999998
2023-08-13,Dallas,547,96,64,9,366,18,2521.89
2023-08-13,Houston,510,84,56,10,350,15,2164.46
2023-08-13,Los_Angeles,1304,356,260,119,558,29,3876.73
2023-08-13,New_York,1737,511,382,198,644,35,4695.24
2023-08-13,Philadelphia,605,135,75,17,365,16,2384.83
2023-08-13,Phoenix,463,66,47,3,341,4,567.61
2023-08-14,Atlanta,548,97,64,23,360,19,2510.43
2023-08-14,Chicago,1121,336,215,68,490,28,3968.31
2023-08-14,Dallas,626,117,80,23,394,23,3111.16
2023-08-14,Houston,674,131,89,22,427,11,1495.23
2023-08-14,Los_Angeles,1582,450,340,169,615,53,7313.82
2023-08-14,New_York,2195,679,513,271,714,66,8773.26
2023-08-14,Philadelphia,852,200,136,49,455,24,3166.2
2023-08-14,Phoenix,524,83,60,16,357,10,1384.8899999999999
2023-08-15,Atlanta,547,86,62,13,383,12,1799.0
2023-08-15,Chicago,916,219,156,60,477,21,2781.72
2023-08-15,Dallas,591,114,79,16,376,14,1883.58
2023-08-15,Houston,629,118,78,15,408,18,2443.42
2023-08-15,Los_Angeles,1548,441,335,161,602,39,5624.32
2023-08-15,New_York,2138,675,496,248,708,49,6632.14
2023-08-15,Philadelphia,713,146,103,38,418,17,2325.53
2023-08-15,Phoenix,504,75,53,7,365,18,2542.41
2023-08-16,Atlanta,571,107,67,16,379,6,780.02
2023-08-16,Chicago,1042,295,183,68,484,21,2940.17
2023-08-16,Dallas,639,124,86,17,405,16,2340.94
2023-08-16,Houston,615,117,82,24,389,14,1998.02
2023-08-16,Los_Angeles,1568,453,332,169,607,27,3798.9300000000003
2023-08-16,New_York,2012,605,454,240,706,50,6837.99
2023-08-16,Philadelphia,759,164,110,37,441,30,3849.65
2023-08-16,Phoenix,508,79,55,7,360,11,1470.5
2023-08-17,Atlanta,615,108,81,24,397,21,2799.47
2023-08-17,Chicago,997,232,179,64,515,28,3782.02
2023-08-17,Dallas,729,185,117,21,400,16,2242.08
2023-08-17,Houston,646,114,95,27,407,5,659.27
2023-08-17,Los_Angeles,1803,555,395,199,643,54,7288.21
2023-08-17,New_York,2252,694,512,286,751,47,5903.71
2023-08-17,Philadelphia,829,180,137,49,459,25,3162.79
2023-08-17,Phoenix,517,74,54,12,373,12,1607.91
2023-08-18,Atlanta,650,150,96,19,377,14,2072.56
2023-08-18,Chicago,1023,239,180,80,516,24,3065.5299999999997
2023-08-18,Dallas,662,120,96,26,416,20,2831.16
2023-08-18,Houston,705,151,101,35,416,29,4299.53
2023-08-18,Los_Angeles,1820,540,407,198,666,49,6810.54
2023-08-18,New_York,2399,753,565,321,754,45,6404.2
2023-08-18,Philadelphia,921,244,166,51,449,20,2602.72
2023-08-18,Phoenix,567,98,71,21,372,12,1639.42
2023-08-19,Atlanta,532,93,58,9,360,11,1411.35
2023-08-19,Chicago,855,214,140,29,457,18,2313.1
2023-08-19,Dallas,539,86,69,13,357,12,1582.45
2023-08-19,Houston,660,156,96,14,379,17,2400.07
2023-08-19,Los_Angeles,1485,454,301,131,581,42,5617.39
2023-08-19,New_York,2094,755,481,183,653,50,6683.12
