airing_id,date,timestamp,network,network_type,daypart,program,dma,duration_seconds,creative_id,impressions,reach_pct,frequency,cost,cpm,is_national,is_holiday
A014244,2023-09-29,2023-09-29 21:30:00,ABC,broadcast,primetime,Grey's Anatomy,Dallas,15,creative_C_testimonial,5774,0.2552,0.01,119.4,20.81,True,False
A014245,2023-09-29,2023-09-29 21:30:00,ABC,broadcast,primetime,Grey's Anatomy,Atlanta,15,creative_C_testimonial,4677,0.2376,0.01,104.48,20.81,True,False
A014246,2023-09-29,2023-09-29 21:45:00,ABC,broadcast,primetime,The Bachelor,Chicago,60,creative_D_promo,108636,0.1945,0.11,6007.48,60.06,False,False
A014247,2023-09-29,2023-09-29 20:30:00,TBS,cable,primetime,MLB Postseason,New_York,15,creative_A_brand,21862,0.1984,0.01,257.48,11.09,True,False
A014248,2023-09-29,2023-09-29 20:30:00,TBS,cable,primetime,MLB Postseason,Los_Angeles,15,creative_A_brand,16860,0.2278,0.01,187.26,11.09,True,False
A014249,2023-09-29,2023-09-29 20:30:00,TBS,cable,primetime,MLB Postseason,Chicago,15,creative_A_brand,10041,0.1911,0.01,117.04,11.09,True,False
A014250,2023-09-29,2023-09-29 20:30:00,TBS,cable,primetime,MLB Postseason,Houston,15,creative_A_brand,8213,0.2186,0.01,93.63,11.09,True,False
A014251,2023-09-29,2023-09-29 20:30:00,TBS,cable,primetime,MLB Postseason,Phoenix,15,creative_A_brand,5766,0.2308,0.01,70.22,11.09,True,False
A014252,2023-09-29,2023-09-29 20:30:00,TBS,cable,primetime,MLB Postseason,Philadelphia,15,creative_A_brand,8554,0.1936,0.01,105.33,11.09,True,False
A014253,2023-09-29,2023-09-29 20:30:00,TBS,cable,primetime,MLB Postseason,Dallas,15,creative_A_brand,7848,0.2419,0.01,93.63,11.09,True,False
A014254,2023-09-29,2023-09-29 20:30:00,TBS,cable,primetime,MLB Postseason,Atlanta,15,creative_A_brand,7368,0.2552,0.01,81.93,11.09,True,False
A014255,2023-09-30,2023-09-30 12:45:00,NBC,broadcast,daytime,Law & Order,New_York,30,creative_A_brand,12933,0.0931,0.01,111.77,8.53,True,False
A014256,2023-09-30,2023-09-30 12:45:00,NBC,broadcast,daytime,Law & Order,Los_Angeles,30,creative_A_brand,9712,0.0845,0.01,81.28,8.53,True,False
A014257,2023-09-30,2023-09-30 12:45:00,NBC,broadcast,daytime,Law & Order,Chicago,30,creative_A_brand,6011,0.093,0.01,50.8,8.53,True,False
A014258,2023-09-30,2023-09-30 12:45:00,NBC,broadcast,daytime,Law & Order,Houston,30,creative_A_brand,5015,0.0958,0.01,40.64,8.53,True,False
A014259,2023-09-30,2023-09-30 12:45:00,NBC,broadcast,daytime,Law & Order,Phoenix,30,creative_A_brand,3537,0.0789,0.01,30.48,8.53,True,False
A014260,2023-09-30,2023-09-30 12:45:00,NBC,broadcast,daytime,Law & Order,Philadelphia,30,creative_A_brand,4853,0.0955,0.01,45.72,8.53,True,False
A014261,2023-09-30,2023-09-30 12:45:00,NBC,broadcast,daytime,Law & Order,Dallas,30,creative_A_brand,4745,0.1068,0.01,40.64,8.53,True,False
A014262,2023-09-30,2023-09-30 12:45:00,NBC,broadcast,daytime,Law & Order,Atlanta,30,creative_A_brand,3835,0.0746,0.01,35.56,8.53,True,False
A014263,2023-09-30,2023-09-30 01:45:00,NBC,broadcast,late_night,Chicago Fire,New_York,15,creative_D_promo,21061,0.0688,0.03,97.19,4.52,False,False
A014264,2023-09-30,2023-09-30 21:30:00,CNN,cable,primetime,Anderson Cooper 360,New_York,60,creative_B_product,19958,0.2042,0.01,643.04,33.51,True,False
A014265,2023-09-30,2023-09-30 21:30:00,CNN,cable,primetime,Anderson Cooper 360,Los_Angeles,60,creative_B_product,14428,0.2117,0.01,467.66,33.51,True,False
A014266,2023-09-30,2023-09-30 21:30:00,CNN,cable,primetime,Anderson Cooper 360,Chicago,60,creative_B_product,9103,0.2131,0.01,292.29,33.51,True,False
A014267,2023-09-30,2023-09-30 21:30:00,CNN,cable,primetime,Anderson Cooper 360,Houston,60,creative_B_product,7593,0.1923,0.01,233.83,33.51,True,False
A014268,2023-09-30,2023-09-30 21:30:00,CNN,cable,primetime,Anderson Cooper 360,Phoenix,60,creative_B_product,4781,0.2503,0.01,175.37,33.51,True,False
A014269,2023-09-30,2023-09-30 21:30:00,CNN,cable,primetime,Anderson Cooper 360,Philadelphia,60,creative_B_product,7694,0.2219,0.01,263.06,33.51,True,False
A014270,2023-09-30,2023-09-30 21:30:00,CNN,cable,primetime,Anderson Cooper 360,Dallas,60,creative_B_product,7583,0.2331,0.01,233.83,33.51,True,False
A014271,2023-09-30,2023-09-30 21:30:00,CNN,cable,primetime,Anderson Cooper 360,Atlanta,60,creative_B_product,6301,0.1818,0.01,204.6,33.51,True,False
A014272,2023-09-30,2023-09-30 21:15:00,ESPN,cable,primetime,General Programming,New_York,60,creative_D_promo,85408,0.1817,0.04,3318.06,35.38,False,False
A014273,2023-09-30,2023-09-30 21:00:00,NBC,broadcast,sports,Law & Order,New_York,30,creative_C_testimonial,23846,0.3041,0.01,1580.59,63.87,True,False
A014274,2023-09-30,2023-09-30 21:00:00,NBC,broadcast,sports,Law & Order,Los_Angeles,30,creative_C_testimonial,18171,0.3377,0.01,1149.52,63.87,True,False
A014275,2023-09-30,2023-09-30 21:00:00,NBC,broadcast,sports,Law & Order,Chicago,30,creative_C_testimonial,11446,0.296,0.01,718.45,63.87,True,False
A014276,2023-09-30,2023-09-30 21:00:00,NBC,broadcast,sports,Law & Order,Houston,30,creative_C_testimonial,9452,0.3085,0.01,574.76,63.87,True,False
A014277,2023-09-30,2023-09-30 21:00:00,NBC,broadcast,sports,Law & Order,Phoenix,30,creative_C_testimonial,7267,0.3487,0.01,431.07,63.87,True,False
A014278,2023-09-30,2023-09-30 21:00:00,NBC,broadcast,sports,Law & Order,Philadelphia,30,creative_C_testimonial,10335,0.3077,0.01,646.6,63.87,True,False
A014279,2023-09-30,2023-09-30 21:00:00,NBC,broadcast,sports,Law & Order,Dallas,30,creative_C_testimonial,9361,0.3271,0.01,574.76,63.87,True,False
A014280,2023-09-30,2023-09-30 21:00:00,NBC,broadcast,sports,Law & Order,Atlanta,30,creative_C_testimonial,8232,0.3145,0.01,502.91,63.87,True,False
A014281,2023-09-30,2023-09-30 22:15:00,ESPN,cable,primetime,General Programming,New_York,30,creative_C_testimonial,32977,0.2477,0.01,682.41,20.88,True,False
A014282,2023-09-30,2023-09-30 22:15:00,ESPN,cable,primetime,General Programming,Los_Angeles,30,creative_C_testimonial,23204,0.1954,0.01,496.3,20.88,True,False
A014283,2023-09-30,2023-09-30 22:15:00,ESPN,cable,primetime,General Programming,Chicago,30,creative_C_testimonial,14644,0.2177,0.01,310.19,20.88,True,False
A014284,2023-09-30,2023-09-30 22:15:00,ESPN,cable,primetime,General Programming,Houston,30,creative_C_testimonial,11693,0.2426,0.01,248.15,20.88,True,False
A014285,2023-09-30,2023-09-30 22:15:00,ESPN,cable,primetime,General Programming,Phoenix,30,creative_C_testimonial,8744,0.2659,0.01,186.11,20.88,True,False
A014286,2023-09-30,2023-09-30 22:15:00,ESPN,cable,primetime,General Programming,Philadelphia,30,creative_C_testimonial,14658,0.2271,0.01,279.17,20.88,True,False
A014287,2023-09-30,2023-09-30 22:15:00,ESPN,cable,primetime,General Programming,Dallas,30,creative_C_testimonial,12021,0.2167,0.01,248.15,20.88,True,False
A014288,2023-09-30,2023-09-30 22:15:00,ESPN,cable,primetime,General Programming,Atlanta,30,creative_C_testimonial,10096,0.2687,0.01,217.13,20.88,True,False
A014289,2023-09-30,2023-09-30 21:45:00,ABC,broadcast,primetime,Grey's Anatomy,Atlanta,15,creative_B_product,117942,0.1935,0.17,2862.21,24.87,False,False
A014290,2023-09-30,2023-09-30 19:30:00,Food_Network,cable,sports,Diners Drive-Ins,New_York,30,creative_B_product,32925,0.3335,0.01,1364.07,45.15,True,False
A014291,2023-09-30,2023-09-30 19:30:00,Food_Network,cable,sports,Diners Drive-Ins,Los_Angeles,30,creative_B_product,21959,0.3502,0.01,992.05,45.15,True,False
A014292,2023-09-30,2023-09-30 19:30:00,Food_Network,cable,sports,Diners Drive-Ins,Chicago,30,creative_B_product,14711,0.3231,0.01,620.03,45.15,True,False
A014293,2023-09-30,2023-09-30 19:30:00,Food_Network,cable,sports,Diners Drive-Ins,Houston,30,creative_B_product,10224,0.2996,0.01,496.02,45.15,True,False
A014294,2023-09-30,2023-09-30 19:30:00,Food_Network,cable,sports,Diners Drive-Ins,Phoenix,30,creative_B_product,8840,0.3131,0.01,372.02,45.15,True,False
A014295,2023-09-30,2023-09-30 19:30:00,Food_Network,cable,sports,Diners Drive-Ins,Philadelphia,30,creative_B_product,12472,0.3546,0.01,558.03,45.15,True,False
A014296,2023-09-30,2023-09-30 19:30:00,Food_Network,cable,sports,Diners Drive-Ins,Dallas,30,creative_B_product,9924,0.2414,0.01,496.02,45.15,True,False
A014297,2023-09-30,2023-09-30 19:30:00,Food_Network,cable,sports,Diners Drive-Ins,Atlanta,30,creative_B_product,10368,0.2446,0.01,434.02,45.15,True,False
A014298,2023-10-01,2023-10-01 17:00:00,TBS,cable,early_fringe,MLB Postseason,Philadelphia,30,creative_B_product,48202,0.1283,0.08,487.19,9.51,False,False
A014299,2023-10-01,2023-10-01 21:15:00,ABC,broadcast,primetime,Grey's Anatomy,Dallas,15,creative_C_testimonial,96134,0.2325,0.1,2152.39,23.44,False,False
A014300,2023-10-01,2023-10-01 15:15:00,NBC,broadcast,sports,Law & Order,New_York,30,creative_B_product,26210,0.2917,0.01,1649.88,57.56,True,False
A014301,2023-10-01,2023-10-01 15:15:00,NBC,broadcast,sports,Law & Order,Los_Angeles,30,creative_B_product,21263,0.3357,0.01,1199.92,57.56,True,False
A014302,2023-10-01,2023-10-01 15:15:00,NBC,broadcast,sports,Law & Order,Chicago,30,creative_B_product,11859,0.2901,0.01,749.95,57.56,True,False
A014303,2023-10-01,2023-10-01 15:15:00,NBC,broadcast,sports,Law & Order,Houston,30,creative_B_product,11416,0.2545,0.01,599.96,57.56,True,False
A014304,2023-10-01,2023-10-01 15:15:00,NBC,broadcast,sports,Law & Order,Phoenix,30,creative_B_product,7660,0.273,0.01,449.97,57.56,True,False
A014305,2023-10-01,2023-10-01 15:15:00,NBC,broadcast,sports,Law & Order,Philadelphia,30,creative_B_product,10867,0.3407,0.01,674.95,57.56,True,False
A014306,2023-10-01,2023-10-01 15:15:00,NBC,broadcast,sports,Law & Order,Dallas,30,creative_B_product,10833,0.2894,0.01,599.96,57.56,True,False
A014307,2023-10-01,2023-10-01 15:15:00,NBC,broadcast,sports,Law & Order,Atlanta,30,creative_B_product,8880,0.3393,0.01,524.96,57.56,True,False
A014308,2023-10-01,2023-10-01 16:30:00,ABC,broadcast,early_fringe,The Bachelor,New_York,30,creative_C_testimonial,44617,0.0968,0.04,775.72,16.92,False,False
A014309,2023-10-01,2023-10-01 16:00:00,FOX,broadcast,sports,Next Level Chef,New_York,60,creative_B_product,27271,0.31,0.01,2271.38,81.89,True,False
A014310,2023-10-01,2023-10-01 16:00:00,FOX,broadcast,sports,Next Level Chef,Los_Angeles,60,creative_B_product,19455,0.257,0.01,1651.91,81.89,True,False
A014311,2023-10-01,2023-10-01 16:00:00,FOX,broadcast,sports,Next Level Chef,Chicago,60,creative_B_product,13718,0.3018,0.01,1032.45,81.89,True,False
A014312,2023-10-01,2023-10-01 16:00:00,FOX,broadcast,sports,Next Level Chef,Houston,60,creative_B_product,10574,0.3233,0.01,825.96,81.89,True,False
A014313,2023-10-01,2023-10-01 16:00:00,FOX,broadcast,sports,Next Level Chef,Phoenix,60,creative_B_product,7239,0.3072,0.01,619.47,81.89,True,False
A014314,2023-10-01,2023-10-01 16:00:00,FOX,broadcast,sports,Next Level Chef,Philadelphia,60,creative_B_product,11579,0.2822,0.01,929.2,81.89,True,False
A014315,2023-10-01,2023-10-01 16:00:00,FOX,broadcast,sports,Next Level Chef,Dallas,60,creative_B_product,10430,0.3349,0.01,825.96,81.89,True,False
A014316,2023-10-01,2023-10-01 16:00:00,FOX,broadcast,sports,Next Level Chef,Atlanta,60,creative_B_product,8586,0.2418,0.01,722.71,81.89,True,False
A014317,2023-10-01,2023-10-01 14:45:00,CBS,broadcast,sports,Blue Bloods,New_York,15,creative_B_product,38738,0.2455,0.01,874.33,22.07,True,False
A014318,2023-10-01,2023-10-01 14:45:00,CBS,broadcast,sports,Blue Bloods,Los_Angeles,15,creative_B_product,30684,0.2763,0.01,635.88,22.07,True,False
A014319,2023-10-01,2023-10-01 14:45:00,CBS,broadcast,sports,Blue Bloods,Chicago,15,creative_B_product,17596,0.3569,0.01,397.42,22.07,True,False
A014320,2023-10-01,2023-10-01 14:45:00,CBS,broadcast,sports,Blue Bloods,Houston,15,creative_B_product,13008,0.3266,0.01,317.94,22.07,True,False
A014321,2023-10-01,2023-10-01 14:45:00,CBS,broadcast,sports,Blue Bloods,Phoenix,15,creative_B_product,11773,0.2477,0.02,238.45,22.07,True,False
A014322,2023-10-01,2023-10-01 14:45:00,CBS,broadcast,sports,Blue Bloods,Philadelphia,15,creative_B_product,17391,0.2899,0.01,357.68,22.07,True,False
A014323,2023-10-01,2023-10-01 14:45:00,CBS,broadcast,sports,Blue Bloods,Dallas,15,creative_B_product,15493,0.277,0.01,317.94,22.07,True,False
A014324,2023-10-01,2023-10-01 14:45:00,CBS,broadcast,sports,Blue Bloods,Atlanta,15,creative_B_product,13820,0.3176,0.01,278.2,22.07,True,False
A014325,2023-10-01,2023-10-01 22:15:00,ESPN,cable,primetime,General Programming,New_York,30,creative_D_promo,25260,0.2061,0.01,441.25,18.49,True,False
A014326,2023-10-01,2023-10-01 22:15:00,ESPN,cable,primetime,General Programming,Los_Angeles,30,creative_D_promo,18007,0.1895,0.01,320.91,18.49,True,False
A014327,2023-10-01,2023-10-01 22:15:00,ESPN,cable,primetime,General Programming,Chicago,30,creative_D_promo,10005,0.238,0.01,200.57,18.49,True,False
A014328,2023-10-01,2023-10-01 22:15:00,ESPN,cable,primetime,General Programming,Houston,30,creative_D_promo,7951,0.194,0.01,160.45,18.49,True,False
A014329,2023-10-01,2023-10-01 22:15:00,ESPN,cable,primetime,General Programming,Phoenix,30,creative_D_promo,6668,0.2194,0.01,120.34,18.49,True,False
A014330,2023-10-01,2023-10-01 22:15:00,ESPN,cable,primetime,General Programming,Philadelphia,30,creative_D_promo,9879,0.2679,0.01,180.51,18.49,True,False
A014331,2023-10-01,2023-10-01 22:15:00,ESPN,cable,primetime,General Programming,Dallas,30,creative_D_promo,8904,0.2332,0.01,160.45,18.49,True,False
A014332,2023-10-01,2023-10-01 22:15:00,ESPN,cable,primetime,General Programming,Atlanta,30,creative_D_promo,7409,0.2368,0.01,140.4,18.49,True,False
A014333,2023-10-01,2023-10-01 20:00:00,CBS,broadcast,primetime,NCIS,New_York,30,creative_C_testimonial,28314,0.2207,0.01,1137.46,38.03,True,False
A014334,2023-10-01,2023-10-01 20:00:00,CBS,broadcast,primetime,NCIS,Los_Angeles,30,creative_C_testimonial,19811,0.2593,0.01,827.24,38.03,True,False
A014335,2023-10-01,2023-10-01 20:00:00,CBS,broadcast,primetime,NCIS,Chicago,30,creative_C_testimonial,13440,0.2571,0.01,517.03,38.03,True,False
A014336,2023-10-01,2023-10-01 20:00:00,CBS,broadcast,primetime,NCIS,Houston,30,creative_C_testimonial,11260,0.2088,0.01,413.62,38.03,True,False
A014337,2023-10-01,2023-10-01 20:00:00,CBS,broadcast,primetime,NCIS,Phoenix,30,creative_C_testimonial,8503,0.2222,0.01,310.22,38.03,True,False
A014338,2023-10-01,2023-10-01 20:00:00,CBS,broadcast,primetime,NCIS,Philadelphia,30,creative_C_testimonial,11845,0.2401,0.01,465.32,38.03,True,False
A014339,2023-10-01,2023-10-01 20:00:00,CBS,broadcast,primetime,NCIS,Dallas,30,creative_C_testimonial,11471,0.242,0.01,413.62,38.03,True,False
A014340,2023-10-01,2023-10-01 20:00:00,CBS,broadcast,primetime,NCIS,Atlanta,30,creative_C_testimonial,9444,0.2033,0.01,361.92,38.03,True,False
A014341,2023-10-01,2023-10-01 14:15:00,ESPN,cable,sports,Monday Night Football,New_York,15,creative_C_testimonial,43425,0.2719,0.01,1033.2,25.99,True,False
A014342,2023-10-01,2023-10-01 14:15:00,ESPN,cable,sports,Monday Night Football,Los_Angeles,15,creative_C_testimonial,28735,0.2947,0.01,751.42,25.99,True,False
A014343,2023-10-01,2023-10-01 14:15:00,ESPN,cable,sports,Monday Night Football,Chicago,15,creative_C_testimonial,17971,0.3496,0.01,469.64,25.99,True,False
A014344,2023-10-01,2023-10-01 14:15:00,ESPN,cable,sports,Monday Night Football,Houston,15,creative_C_testimonial,13603,0.3474,0.01,375.71,25.99,True,False
A014345,2023-10-01,2023-10-01 14:15:00,ESPN,cable,sports,Monday Night Football,Phoenix,15,creative_C_testimonial,10995,0.3044,0.01,281.78,25.99,True,False
A014346,2023-10-01,2023-10-01 14:15:00,ESPN,cable,sports,Monday Night Football,Philadelphia,15,creative_C_testimonial,15989,0.3048,0.01,422.67,25.99,True,False
A014347,2023-10-01,2023-10-01 14:15:00,ESPN,cable,sports,Monday Night Football,Dallas,15,creative_C_testimonial,15331,0.2991,0.01,375.71,25.99,True,False
A014348,2023-10-01,2023-10-01 14:15:00,ESPN,cable,sports,Monday Night Football,Atlanta,15,creative_C_testimonial,13345,0.29,0.01,328.75,25.99,True,False
A014349,2023-10-01,2023-10-01 11:30:00,ABC,broadcast,daytime,Station 19,New_York,15,creative_A_brand,11228,0.0995,0.01,59.84,5.26,True,False
A014350,2023-10-01,2023-10-01 11:30:00,ABC,broadcast,daytime,Station 19,Los_Angeles,15,creative_A_brand,7465,0.0842,0.01,43.52,5.26,True,False
A014351,2023-10-01,2023-10-01 11:30:00,ABC,broadcast,daytime,Station 19,Chicago,15,creative_A_brand,5560,0.0836,0.01,27.2,5.26,True,False
A014352,2023-10-01,2023-10-01 11:30:00,ABC,broadcast,daytime,Station 19,Houston,15,creative_A_brand,4048,0.1005,0.01,21.76,5.26,True,False
A014353,2023-10-01,2023-10-01 11:30:00,ABC,broadcast,daytime,Station 19,Phoenix,15,creative_A_brand,2850,0.0832,0.01,16.32,5.26,True,False
A014354,2023-10-01,2023-10-01 11:30:00,ABC,broadcast,daytime,Station 19,Philadelphia,15,creative_A_brand,4907,0.1065,0.01,24.48,5.26,True,False
A014355,2023-10-01,2023-10-01 11:30:00,ABC,broadcast,daytime,Station 19,Dallas,15,creative_A_brand,4369,0.0782,0.01,21.76,5.26,True,False
A014356,2023-10-01,2023-10-01 11:30:00,ABC,broadcast,daytime,Station 19,Atlanta,15,creative_A_brand,3861,0.0891,0.01,19.04,5.26,True,False
A014357,2023-10-01,2023-10-01 22:30:00,CNN,cable,primetime,CNN Tonight,New_York,15,creative_C_testimonial,18959,0.2054,0.01,155.5,7.95,True,False
A014358,2023-10-01,2023-10-01 22:30:00,CNN,cable,primetime,CNN Tonight,Los_Angeles,15,creative_C_testimonial,13027,0.2685,0.01,113.09,7.95,True,False
A014359,2023-10-01,2023-10-01 22:30:00,CNN,cable,primetime,CNN Tonight,Chicago,15,creative_C_testimonial,8521,0.2045,0.01,70.68,7.95,True,False
A014360,2023-10-01,2023-10-01 22:30:00,CNN,cable,primetime,CNN Tonight,Houston,15,creative_C_testimonial,6996,0.2173,0.01,56.55,7.95,True,False
A014361,2023-10-01,2023-10-01 22:30:00,CNN,cable,primetime,CNN Tonight,Phoenix,15,creative_C_testimonial,5262,0.2616,0.01,42.41,7.95,True,False
A014362,2023-10-01,2023-10-01 22:30:00,CNN,cable,primetime,CNN Tonight,Philadelphia,15,creative_C_testimonial,7295,0.2647,0.01,63.61,7.95,True,False
A014363,2023-10-01,2023-10-01 22:30:00,CNN,cable,primetime,CNN Tonight,Dallas,15,creative_C_testimonial,7346,0.2428,0.01,56.55,7.95,True,False
A014364,2023-10-01,2023-10-01 22:30:00,CNN,cable,primetime,CNN Tonight,Atlanta,15,creative_C_testimonial,5795,0.2096,0.01,49.48,7.95,True,False
A014365,2023-10-01,2023-10-01 00:45:00,FOX,broadcast,late_night,The Masked Singer,New_York,30,creative_D_promo,5542,0.0643,0.01,35.55,6.57,True,False
A014366,2023-10-01,2023-10-01 00:45:00,FOX,broadcast,late_night,The Masked Singer,Los_Angeles,30,creative_D_promo,3988,0.0531,0.01,25.85,6.57,True,False
A014367,2023-10-01,2023-10-01 00:45:00,FOX,broadcast,late_night,The Masked Singer,Chicago,30,creative_D_promo,2349,0.065,0.01,16.16,6.57,True,False
A014368,2023-10-01,2023-10-01 00:45:00,FOX,broadcast,late_night,The Masked Singer,Houston,30,creative_D_promo,2149,0.0707,0.01,12.93,6.57,True,False
A014369,2023-10-01,2023-10-01 00:45:00,FOX,broadcast,late_night,The Masked Singer,Phoenix,30,creative_D_promo,1481,0.0693,0.01,9.69,6.57,True,False
A014370,2023-10-01,2023-10-01 00:45:00,FOX,broadcast,late_night,The Masked Singer,Philadelphia,30,creative_D_promo,2005,0.0687,0.01,14.54,6.57,True,False
A014371,2023-10-01,2023-10-01 00:45:00,FOX,broadcast,late_night,The Masked Singer,Dallas,30,creative_D_promo,1958,0.0668,0.01,12.93,6.57,True,False
A014372,2023-10-01,2023-10-01 00:45:00,FOX,broadcast,late_night,The Masked Singer,Atlanta,30,creative_D_promo,1551,0.0688,0.01,11.31,6.57,True,False
A014373,2023-10-02,2023-10-02 17:45:00,NBC,broadcast,early_fringe,Law & Order,New_York,30,creative_D_promo,8418,0.1029,0.01,124.8,14.51,True,False
A014374,2023-10-02,2023-10-02 17:45:00,NBC,broadcast,early_fringe,Law & Order,Los_Angeles,30,creative_D_promo,6671,0.1201,0.01,90.76,14.51,True,False
A014375,2023-10-02,2023-10-02 17:45:00,NBC,broadcast,early_fringe,Law & Order,Chicago,30,creative_D_promo,4002,0.1032,0.01,56.73,14.51,True,False
A014376,2023-10-02,2023-10-02 17:45:00,NBC,broadcast,early_fringe,Law & Order,Houston,30,creative_D_promo,3282,0.1427,0.01,45.38,14.51,True,False
A014377,2023-10-02,2023-10-02 17:45:00,NBC,broadcast,early_fringe,Law & Order,Phoenix,30,creative_D_promo,2336,0.1422,0.01,34.04,14.51,True,False
A014378,2023-10-02,2023-10-02 17:45:00,NBC,broadcast,early_fringe,Law & Order,Philadelphia,30,creative_D_promo,3190,0.0977,0.01,51.05,14.51,True,False
A014379,2023-10-02,2023-10-02 17:45:00,NBC,broadcast,early_fringe,Law & Order,Dallas,30,creative_D_promo,3414,0.1296,0.01,45.38,14.51,True,False
A014380,2023-10-02,2023-10-02 17:45:00,NBC,broadcast,early_fringe,Law & Order,Atlanta,30,creative_D_promo,2565,0.1135,0.01,39.71,14.51,True,False
A014381,2023-10-02,2023-10-02 22:00:00,TNT,cable,primetime,AEW Dynamite,New_York,30,creative_D_promo,18409,0.1809,0.01,419.11,23.12,True,False
A014382,2023-10-02,2023-10-02 22:00:00,TNT,cable,primetime,AEW Dynamite,Los_Angeles,30,creative_D_promo,13792,0.2188,0.01,304.81,23.12,True,False
A014383,2023-10-02,2023-10-02 22:00:00,TNT,cable,primetime,AEW Dynamite,Chicago,30,creative_D_promo,8808,0.23,0.01,190.51,23.12,True,False
A014384,2023-10-02,2023-10-02 22:00:00,TNT,cable,primetime,AEW Dynamite,Houston,30,creative_D_promo,7032,0.235,0.01,152.4,23.12,True,False
A014385,2023-10-02,2023-10-02 22:00:00,TNT,cable,primetime,AEW Dynamite,Phoenix,30,creative_D_promo,5186,0.2473,0.01,114.3,23.12,True,False
A014386,2023-10-02,2023-10-02 22:00:00,TNT,cable,primetime,AEW Dynamite,Philadelphia,30,creative_D_promo,7039,0.232,0.01,171.46,23.12,True,False
A014387,2023-10-02,2023-10-02 22:00:00,TNT,cable,primetime,AEW Dynamite,Dallas,30,creative_D_promo,7084,0.2591,0.01,152.4,23.12,True,False
A014388,2023-10-02,2023-10-02 22:00:00,TNT,cable,primetime,AEW Dynamite,Atlanta,30,creative_D_promo,5634,0.2092,0.01,133.35,23.12,True,False
A014389,2023-10-02,2023-10-02 17:45:00,TNT,cable,early_fringe,NBA Basketball,New_York,15,creative_C_testimonial,13794,0.1207,0.01,94.59,7.28,True,False
A014390,2023-10-02,2023-10-02 17:45:00,TNT,cable,early_fringe,NBA Basketball,Los_Angeles,15,creative_C_testimonial,8800,0.1187,0.01,68.79,7.28,True,False
A014391,2023-10-02,2023-10-02 17:45:00,TNT,cable,early_fringe,NBA Basketball,Chicago,15,creative_C_testimonial,6451,0.1107,0.01,42.99,7.28,True,False
A014392,2023-10-02,2023-10-02 17:45:00,TNT,cable,early_fringe,NBA Basketball,Houston,15,creative_C_testimonial,4647,0.1327,0.01,34.39,7.28,True,False
A014393,2023-10-02,2023-10-02 17:45:00,TNT,cable,early_fringe,NBA Basketball,Phoenix,15,creative_C_testimonial,3242,0.1323,0.01,25.8,7.28,True,False
A014394,2023-10-02,2023-10-02 17:45:00,TNT,cable,early_fringe,NBA Basketball,Philadelphia,15,creative_C_testimonial,5074,0.1088,0.01,38.69,7.28,True,False
A014395,2023-10-02,2023-10-02 17:45:00,TNT,cable,early_fringe,NBA Basketball,Dallas,15,creative_C_testimonial,4801,0.1083,0.01,34.39,7.28,True,False
A014396,2023-10-02,2023-10-02 17:45:00,TNT,cable,early_fringe,NBA Basketball,Atlanta,15,creative_C_testimonial,4249,0.1396,0.01,30.1,7.28,True,False
A014397,2023-10-02,2023-10-02 12:00:00,NBC,broadcast,daytime,Chicago Fire,New_York,60,creative_C_testimonial,6968,0.0932,0.01,158.18,21.46,True,False
A014398,2023-10-02,2023-10-02 12:00:00,NBC,broadcast,daytime,Chicago Fire,Los_Angeles,60,creative_C_testimonial,5026,0.077,0.01,115.04,21.46,True,False
A014399,2023-10-02,2023-10-02 12:00:00,NBC,broadcast,daytime,Chicago Fire,Chicago,60,creative_C_testimonial,3228,0.103,0.01,71.9,21.46,True,False
A014400,2023-10-02,2023-10-02 12:00:00,NBC,broadcast,daytime,Chicago Fire,Houston,60,creative_C_testimonial,2432,0.102,0.01,57.52,21.46,True,False
A014401,2023-10-02,2023-10-02 12:00:00,NBC,broadcast,daytime,Chicago Fire,Phoenix,60,creative_C_testimonial,2059,0.0735,0.01,43.14,21.46,True,False
A014402,2023-10-02,2023-10-02 12:00:00,NBC,broadcast,daytime,Chicago Fire,Philadelphia,60,creative_C_testimonial,3077,0.0873,0.01,64.71,21.46,True,False
A014403,2023-10-02,2023-10-02 12:00:00,NBC,broadcast,daytime,Chicago Fire,Dallas,60,creative_C_testimonial,2863,0.1047,0.01,57.52,21.46,True,False
A014404,2023-10-02,2023-10-02 12:00:00,NBC,broadcast,daytime,Chicago Fire,Atlanta,60,creative_C_testimonial,2245,0.1002,0.01,50.33,21.46,True,False
A014405,2023-10-02,2023-10-02 21:30:00,NBC,broadcast,primetime,Law & Order,New_York,30,creative_D_promo,23869,0.2328,0.01,1173.71,45.84,True,False
A014406,2023-10-02,2023-10-02 21:30:00,NBC,broadcast,primetime,Law & Order,Los_Angeles,30,creative_D_promo,20167,0.1838,0.01,853.61,45.84,True,False
A014407,2023-10-02,2023-10-02 21:30:00,NBC,broadcast,primetime,Law & Order,Chicago,30,creative_D_promo,12324,0.2022,0.01,533.5,45.84,True,False
A014408,2023-10-02,2023-10-02 21:30:00,NBC,broadcast,primetime,Law & Order,Houston,30,creative_D_promo,9627,0.2446,0.01,426.8,45.84,True,False
A014409,2023-10-02,2023-10-02 21:30:00,NBC,broadcast,primetime,Law & Order,Phoenix,30,creative_D_promo,7577,0.2258,0.01,320.1,45.84,True,False
